-1.000001,35.03045977,-35.0304948,-1.000003,0.145095019,-0.145095454,-1,35.01877395,-35.01877395,-1,0.110818391,-0.110818391,-1.000001,34.86187739,-34.86191226,-1,0.112818199,-0.112818199,-1.000001,35.0940613,-35.0940964,-1,0.108117625,-0.108117625,-1.000001,35.22030651,-35.22034173,-1.000001,0.109106897,-0.109107006,-1.000001,35.07528736,-35.07532243,-0.999999,0.110859387,-0.110859276,-1.000001,35.11321839,-35.1132535,-1,0.122872414,-0.122872414,-1,35.24348659,-35.24348659,-1.000001,0.331961686,-0.331962018
-0.99,35.12452107,-34.77327586,-0.989995,0.143900383,-0.14246066,-0.99,35.04272031,-34.6922931,-0.99,0.109479885,-0.108385086,-0.99,34.90383142,-34.5547931,-0.990001,0.11127318,-0.11016056,-0.99,35.13467433,-34.78332759,-0.99,0.106517241,-0.105452069,-0.990001,35.2,-34.8480352,-0.99,0.107538889,-0.1064635,-0.99,35.08103448,-34.73022414,-0.99,0.109550383,-0.108454879,-0.99,35.09099617,-34.74008621,-0.990001,0.121079119,-0.119868449,-0.99,35.33448276,-34.98113793,-0.990001,0.324833333,-0.321585325
-0.98,35.12720307,-34.424659,-0.979996,0.141796935,-0.138960429,-0.98,35.06455939,-34.3632682,-0.98,0.107949234,-0.105790249,-0.98,34.9467433,-34.24780843,-0.98,0.10970613,-0.107512008,-0.98,35.14157088,-34.43873946,-0.98,0.104940613,-0.102841801,-0.98,35.22298851,-34.51852874,-0.980002,0.10607682,-0.103955496,-0.98,35.06685824,-34.36552107,-0.980001,0.108077778,-0.10591633,-0.98,35.11666667,-34.41433333,-0.980001,0.119415517,-0.117027326,-0.98,35.29827586,-34.59231034,-0.98,0.317888889,-0.311531111
-0.97,35.06762452,-34.01559579,-0.97,0.139559004,-0.135372234,-0.97,35.05670498,-34.00500383,-0.970001,0.106533716,-0.103337812,-0.97,34.96321839,-33.91432184,-0.97,0.108200383,-0.104954372,-0.97,35.1664751,-34.11148084,-0.97,0.103423372,-0.10032067,-0.97,35.29272031,-34.2339387,-0.970001,0.104563793,-0.101426984,-0.97,35.05268199,-34.00110153,-0.97,0.106521839,-0.103326184,-0.97,35.11954023,-34.06595402,-0.97,0.117535057,-0.114009006,-0.97,35.32337165,-34.2636705,-0.97,0.310649425,-0.301329943
-0.96,34.99923372,-33.59926437,-0.959997,0.138299042,-0.132766666,-0.96,35.07049808,-33.66767816,-0.959999,0.105121839,-0.10091686,-0.96,34.93793103,-33.54041379,-0.96,0.106737548,-0.102468046,-0.96,35.20249042,-33.7943908,-0.96,0.101862644,-0.097788138,-0.96,35.22375479,-33.8148046,-0.96,0.103018966,-0.098898207,-0.96,35.06781609,-33.66510345,-0.96,0.105085824,-0.100882391,-0.96,35.11551724,-33.71089655,-0.959999,0.11588046,-0.111245125,-0.96,35.28773946,-33.87622989,-0.96,0.304270115,-0.29209931
-0.95,34.93984674,-33.19285441,-0.950002,0.136348276,-0.129531135,-0.95,35.08007663,-33.3260728,-0.949999,0.103737165,-0.098550203,-0.95,34.91628352,-33.17046935,-0.95,0.105188697,-0.099929262,-0.95,35.16455939,-33.40633142,-0.949999,0.100618966,-0.095587917,-0.95,35.16590038,-33.40760536,-0.950001,0.10174023,-0.09665332,-0.95,35.08850575,-33.33408046,-0.950001,0.103550958,-0.098373514,-0.95,35.09482759,-33.34008621,-0.950001,0.114187931,-0.108478649,-0.95,35.27547893,-33.51170498,-0.95,0.297394636,-0.282524904
-0.94,34.90268199,-32.80852107,-0.94,0.134010536,-0.125969904,-0.94,35.01436782,-32.91350575,-0.94,0.102212069,-0.096079345,-0.94,34.9243295,-32.82886973,-0.94,0.103804406,-0.097576142,-0.94,35.14693487,-33.03811877,-0.94,0.09911341,-0.093166605,-0.94,35.0954023,-32.98967816,-0.939999,0.100094061,-0.094088318,-0.94,35.03773946,-32.9354751,-0.939999,0.102001341,-0.095881159,-0.94,35.0743295,-32.96986973,-0.94,0.112558621,-0.105805103,-0.94,35.3454023,-33.22467816,-0.94,0.291454023,-0.273966782
-0.93,34.99272031,-32.54322989,-0.929999,0.1317,-0.122480868,-0.930001,35.03984674,-32.58709251,-0.930001,0.100606513,-0.093564158,-0.93,34.94482759,-32.49868966,-0.930001,0.102223372,-0.095067838,-0.93,35.11800766,-32.65974713,-0.93,0.097506322,-0.090680879,-0.930001,35.12950192,-32.67047191,-0.929999,0.098868582,-0.091947683,-0.930001,34.9894636,-32.54023614,-0.930001,0.100534291,-0.093496991,-0.93,35.05689655,-32.60291379,-0.930001,0.110781801,-0.103027185,-0.93,35.3408046,-32.86694828,-0.93,0.285373563,-0.265397414
-0.92,35.06091954,-32.25604598,-0.92,0.130041379,-0.119638069,-0.92,35.00727969,-32.20669732,-0.92,0.099177395,-0.091243203,-0.92,34.95727969,-32.16069732,-0.92,0.100627011,-0.092576851,-0.92,35.13812261,-32.3270728,-0.92,0.096079885,-0.088393494,-0.92,35.15440613,-32.34205364,-0.920002,0.097027969,-0.089265926,-0.92,35.01475096,-32.21357088,-0.92,0.099012835,-0.091091808,-0.92,35.06934866,-32.26380077,-0.920001,0.1092159,-0.100478738,-0.92,35.33065134,-32.50419923,-0.92,0.279132184,-0.256801609
-0.91,35.05191571,-31.8972433,-0.909999,0.127905364,-0.116393753,-0.91,34.94616858,-31.80101341,-0.910001,0.097677395,-0.088886527,-0.91,34.90306513,-31.76178927,-0.910001,0.099082184,-0.090164886,-0.91,35.13122605,-31.96941571,-0.910001,0.094706897,-0.086183371,-0.91,35.17931034,-32.01317241,-0.91,0.095500958,-0.086905872,-0.91,35.03716475,-31.88381992,-0.91,0.097519923,-0.08874313,-0.91,35.08180077,-31.9244387,-0.91,0.107563218,-0.097882529,-0.91,35.351341,-32.16972031,-0.91,0.273848659,-0.24920228
