1675964678
1675964681
1675964683
1675964686
1675964688
-2.000000E+00,-1.657634E-10,+9.910000E+37,+3.313389E+02,+2.150800E+04
-1.778000E+00,-4.547375E-11,+9.910000E+37,+3.333467E+02,+2.150800E+04
-1.556000E+00,+7.517877E-11,+9.910000E+37,+3.353545E+02,+2.150800E+04
-1.334000E+00,+2.346179E-12,+9.910000E+37,+3.373613E+02,+2.150800E+04
-1.112000E+00,-1.198157E-10,+9.910000E+37,+3.393691E+02,+2.150800E+04
-8.900000E-01,-7.069913E-11,+9.910000E+37,+3.413750E+02,+2.150800E+04
-6.680000E-01,+9.652423E-11,+9.910000E+37,+3.433809E+02,+2.150800E+04
-4.460000E-01,-7.117459E-12,+9.910000E+37,+3.453877E+02,+2.150800E+04
-2.240000E-01,-1.477514E-10,+9.910000E+37,+3.473936E+02,+2.150800E+04
-2.000000E-03,-4.818392E-11,+9.910000E+37,+3.494014E+02,+2.150800E+04
-2.000000E+00,-5.318604E-08,+9.910000E+37,+5.396943E+02,+2.150800E+04
-1.778000E+00,-4.115620E-08,+9.910000E+37,+5.416973E+02,+2.150800E+04
-1.556000E+00,-3.161081E-08,+9.910000E+37,+5.437021E+02,+2.150800E+04
-1.334000E+00,-2.392590E-08,+9.910000E+37,+5.457080E+02,+2.150800E+04
-1.112000E+00,-1.637260E-08,+9.910000E+37,+5.477129E+02,+2.150800E+04
-8.900000E-01,-9.488653E-09,+9.910000E+37,+5.497187E+02,+2.150800E+04
-1.556000E+00,-3.604005E-08,+9.910000E+37,+5.666670E+02,+2.150800E+04
-1.112000E+00,-1.764572E-08,+9.910000E+37,+5.706816E+02,+2.150800E+04
-1.334000E+00,-2.339229E-08,+9.910000E+37,+7.682422E+02,+2.150800E+04
-1.334000E+00,-2.307281E-08,+9.910000E+37,+7.782471E+02,+2.150800E+04
