0.0000E+00,1.49888E+15,1.30232E+15
-2.0000E-02,2.98859E+15,2.50112E+15
-4.0000E-02,3.2968E+15,2.749E+15
-6.0000E-02,3.6222E+15,2.99023E+15
-8.0000E-02,3.94103E+15,3.24867E+15
-1.0000E-01,4.28722E+15,3.50465E+15
-1.2000E-01,4.63943E+15,3.77746E+15
-1.4000E-01,4.97889E+15,4.04784E+15
-1.6000E-01,5.33765E+15,4.33395E+15
-1.8000E-01,5.70445E+15,4.64176E+15
-2.0000E-01,6.07822E+15,4.94741E+15
-2.2000E-01,6.4539E+15,5.24891E+15
-2.4000E-01,6.82953E+15,5.55061E+15
-2.6000E-01,7.1987E+15,5.86404E+15
-2.8000E-01,7.53749E+15,6.1609E+15
-3.0000E-01,7.89769E+15,6.45005E+15
-3.2000E-01,8.1924E+15,6.73561E+15
-3.4000E-01,8.51287E+15,6.99821E+15
-3.6000E-01,8.80785E+15,7.26468E+15
-3.8000E-01,9.02002E+15,7.52855E+15
-4.0000E-01,9.26016E+15,7.71913E+15
-4.2000E-01,9.50371E+15,7.92709E+15
-4.4000E-01,9.68953E+15,8.0684E+15
-4.6000E-01,9.84875E+15,8.23877E+15
-4.8000E-01,1.00241E+16,8.37864E+15
-5.0000E-01,1.01534E+16,8.52755E+15
-5.2000E-01,1.02589E+16,8.61884E+15
-5.4000E-01,1.03543E+16,8.73983E+15
-5.6000E-01,1.04894E+16,8.83565E+15
-5.8000E-01,1.05462E+16,8.93826E+15
-6.0000E-01,1.06601E+16,8.97274E+15
-6.2000E-01,1.07118E+16,9.05993E+15
-6.4000E-01,1.08203E+16,9.16725E+15
-6.6000E-01,1.09252E+16,9.24729E+15
-6.8000E-01,1.09634E+16,9.28555E+15
-7.0000E-01,1.10298E+16,9.33833E+15
-7.2000E-01,1.10713E+16,9.43737E+15
-7.4000E-01,1.11254E+16,9.47641E+15
-7.6000E-01,1.1195E+16,9.5022E+15
-7.8000E-01,1.1301E+16,9.547E+15
-8.0000E-01,1.1328E+16,9.61056E+15
-8.2000E-01,1.14017E+16,9.6783E+15
-8.4000E-01,1.14933E+16,9.75301E+15
-8.6000E-01,1.15322E+16,9.7578E+15
-8.8000E-01,1.15672E+16,9.83068E+15
-9.0000E-01,1.1638E+16,9.89525E+15
-9.2000E-01,1.16843E+16,9.91305E+15
-9.4000E-01,1.17499E+16,9.96229E+15
-9.6000E-01,1.18309E+16,1.00195E+16
-9.8000E-01,1.18335E+16,1.00464E+16
-1.0000E+00,1.18637E+16,1.00997E+16
-1.0200E+00,1.19251E+16,1.01364E+16
-1.0400E+00,1.19785E+16,1.01869E+16
-1.0600E+00,1.20419E+16,1.02056E+16
-1.0800E+00,1.21095E+16,1.0259E+16
-1.1000E+00,1.21496E+16,1.02841E+16
-1.1200E+00,1.22242E+16,1.03284E+16
-1.1400E+00,1.2198E+16,1.03569E+16
-1.1600E+00,1.22667E+16,1.03857E+16
-1.1800E+00,1.23228E+16,1.0444E+16
-1.2000E+00,1.23394E+16,1.04838E+16
-1.2200E+00,1.23857E+16,1.05341E+16
-1.2400E+00,1.2477E+16,1.05681E+16
-1.2600E+00,1.24806E+16,1.06468E+16
-1.2800E+00,1.25083E+16,1.06453E+16
-1.3000E+00,1.259E+16,1.06954E+16
-1.3200E+00,1.26332E+16,1.07743E+16
-1.3400E+00,1.26895E+16,1.08589E+16
-1.3600E+00,1.27304E+16,1.0856E+16
-1.3800E+00,1.27518E+16,1.0885E+16
-1.4000E+00,1.28261E+16,1.09348E+16
-1.4200E+00,1.28336E+16,1.09618E+16
-1.4400E+00,1.28337E+16,1.099E+16
-1.4600E+00,1.29418E+16,1.10223E+16
-1.4800E+00,1.29967E+16,1.09864E+16
-1.5000E+00,1.29832E+16,1.09397E+16
-1.5200E+00,1.30622E+16,1.10043E+16
-1.5400E+00,1.30697E+16,1.10948E+16
-1.5600E+00,1.30696E+16,1.10915E+16
-1.5800E+00,1.31736E+16,1.11165E+16
-1.6000E+00,1.32505E+16,1.1188E+16
-1.6200E+00,1.32259E+16,1.12815E+16
-1.6400E+00,1.33541E+16,1.12773E+16
-1.6600E+00,1.33457E+16,1.13188E+16
-1.6800E+00,1.33438E+16,1.13432E+16
-1.7000E+00,1.3372E+16,1.13984E+16
-1.7200E+00,1.34442E+16,1.14152E+16
-1.7400E+00,1.35147E+16,1.13976E+16
-1.7600E+00,1.35271E+16,1.14335E+16
-1.7800E+00,1.35375E+16,1.13972E+16
-1.8000E+00,1.36029E+16,1.1473E+16
-1.8200E+00,1.36057E+16,1.15335E+16
-1.8400E+00,1.36759E+16,1.15502E+16
-1.8600E+00,1.37096E+16,1.16215E+16
-1.8800E+00,1.3751E+16,1.16454E+16
-1.9000E+00,1.37726E+16,1.16491E+16
-1.9200E+00,1.38016E+16,1.16807E+16
-1.9400E+00,1.38461E+16,1.17383E+16
-1.9600E+00,1.39222E+16,1.17076E+16
