331377,7,3,1,0.009958446
661411,16,6,2,0.00999897
991438,231,172,24,0.219982002
1321457,1270,1348,99,0.749956821
1651468,2460,2721,185,0.859971335
1981478,3721,4177,297,1.119966062
2311479,4802,5544,382,0.849997424
2643515,5954,6881,473,0.904420003
2975553,7074,8210,566,0.924291798
3305567,8213,9461,656,0.89996182
3637594,9296,10748,753,0.964078222
3969626,10371,12004,847,0.934247302
4301649,11513,13343,933,0.854760062
4633677,12042,13922,979,0.457190357
4965704,6155907,6849214,3838290,38138.84504
5297737,31274156,33359709,22695362,187416.1231
5629771,31307821,33400888,22699273,38.87041689
5959785,31323494,33419795,22701061,17.87924148
6289796,31323501,33419802,22701063,0.019999333
6621830,36732269,39734993,25820690,31005.16544
6951849,44341106,48626149,30168655,43477.14676
7283874,51953980,57541448,34517300,43221.22881
7615908,54609546,60662549,35995522,14691.66592
7947928,56869763,63312965,37311807,13082.76761
8277966,59459119,66349561,38774965,14629.89534
8609996,62702489,70167279,40672538,18859.71418
8942031,63109556,70645728,40900525,2265.89697
9272043,66979747,75218183,43175458,22748.50278
9604067,74571389,84153435,47618673,44161.29407
9936084,81881703,92784411,51826045,41818.12254
10268121,89283944,101530283,56152672,43000.83756
10598139,96709110,110300536,60569220,44163.07112
10928149,104006590,118926173,64892226,43228.75004
11260181,108398313,124127305,67494811,25866.5746
11592206,108398546,124127561,67494829,0.178902191
11922210,108400905,124130340,67495014,1.849977576
12254239,113749967,130474533,70687626,31731.02229
12586271,121060115,139120096,75082630,43681.07052
12918296,128688878,148127352,79743973,46329.13755
13248297,136185498,156989364,84307008,45630.21174
13580327,143650664,165827813,88852072,45172.75909
13912361,151182280,174727998,93446494,45662.77126
14244392,158663610,183601520,97995897,45215.74764
14574393,166505397,192868458,102894936,48990.24156
14904446,174290301,202059582,107740141,48444.26953
15236477,181954763,211103371,112390840,46222.51147
15568511,189726800,220287143,117123473,47036.41466
15900544,192992925,224143205,119128271,19925.22852
16232566,192994312,224144870,119128373,1.013788243
16562571,192995918,224146813,119128513,1.399978788
16892579,200188371,232694214,123554565,44259.44706
17222582,207825142,241750303,128288703,47340.94962
17554610,215369546,250718335,132933113,46160.42323
17886635,223274984,260082348,137915007,49515.09734
18216648,231364492,269653090,143067704,51524.94023
18546662,239356196,279134354,148161358,50934.37916
18878687,247364401,288637037,153289471,50968.36954
19210715,255078069,297884512,157718288,44017.66148
19542749,262638145,307000947,161839796,40962.6014
19874776,269987877,315894926,165790816,39268.99319
20206815,276161385,323348186,169169801,33582.35177
20538843,276161392,323348205,169169802,0.009938921
20870859,276163553,323350877,169169976,1.729434726
21200870,277219925,324653943,169701244,5312.502918
21532898,284222883,333131111,173445151,37210.39519
21862899,291617101,342057292,177470319,40251.55803
22192902,301564266,353623617,183523827,60534.52968
22522905,313741301,367491782,191399001,78751.02408
22854940,322809237,377837814,197216971,57823.12405
23184941,323281138,378390360,197497424,2804.521502
23516970,332290151,388999753,202717534,51882.10366
23846974,340855387,399164122,207626351,49087.57501
24178999,349164210,409064177,212351354,46961.85497
24509009,357404381,418903673,217053253,47017.56523
24839011,365804382,428922852,221860608,48073.25867
25169023,374304205,439030897,226693460,48326.76265
25499030,374304217,439030911,226693462,0.019999576
25829049,374305535,439032445,226693573,1.109936094
26161084,377121199,442430126,228215128,15122.29584
26491093,385331752,452233702,232750118,45348.66324
26821106,393689086,462214404,237416000,46656.982
27151115,402116534,472287483,242230831,48146.99689
27483141,410384258,482209965,246918787,46593.50412
27813143,418686206,492138390,251588792,46699.76699
28143149,427141128,502214509,256310044,47211.6616
28473150,435310251,512000670,260851466,45414.08236
28805187,443924296,522317019,265816043,49341.20024
29135195,452427478,532498153,270682907,48667.4602
29465233,460998569,542738549,275539416,48559.49828
29795269,464918723,547437868,277766691,22270.32051
30127306,464919660,547438973,277766768,0.765276159
30457318,470659654,554306960,281006027,32391.41212
30787358,479383224,564720905,286068905,50622.64393
31119385,488008442,575060886,290982556,48836.53529
31451414,496531282,585270886,295851693,48393.82132
31783434,505001660,595436081,300599074,47184.98073
32113447,513586348,605722027,305413902,48146.38332
32445476,522576395,616480587,310637860,51920.34852
32775492,531353303,626987090,315734173,50960.65918
33105503,539811068,637133743,320466278,47319.4727
33437531,548570465,647606900,325500677,50036.49303
33767548,557548722,658329634,330718859,52179.13195
34097576,558058564,658942529,331018681,2997.965628
34427588,558059138,658943209,331018730,0.489982182
34757608,561805067,663501446,333045486,20266.33174
35087613,569724406,673087595,337385883,43403.31239
35417641,577611588,682668243,341703186,43169.36713
35747660,584838301,691537556,345578397,38749.87894
36077668,592816391,701253042,350124041,45455.33807
36409701,600583050,710725108,354359183,42092.10711
36739707,608012248,719816504,358386659,40274.02774
37069720,615393570,728885632,362396673,40098.56036
37401752,623075364,738313294,366634544,42119.35686
37731762,630289843,747199790,370500423,38657.61856
38063794,638369417,757046202,375107836,45792.16132
38393809,641300347,760624393,376775834,16679.22185
38725843,641300360,760624401,376775835,0.009938741
39055847,641302026,760626470,376775968,1.329983879
39385848,641302866,760627416,376776035,0.669997969
39715853,647392938,768156462,380025180,32490.95773
40047887,654892281,777367662,384112636,40624.16739
40379924,662509636,786716409,388297782,41594.70722
40711959,670262906,796201142,392562157,42382.39191
41041960,677765879,805403923,396700538,41383.6846
41373993,685794791,815225601,401316531,45877.29804
41703995,693329280,824467090,405484795,41682.3874
42034014,700702360,833549964,409458271,39732.47237
42366046,708243330,842840180,413597358,41137.56234
42696071,715992938,852332666,417914894,43172.08937
43026085,722768616,860648701,421668085,37530.31781
43356096,722769340,860649558,421668141,0.559981334
43686104,724345502,862561754,422580677,9125.138781
44016114,732779829,872756926,427476340,48955.14651
44348138,741390686,883190010,432482691,49758.32561
44680171,749446540,893020281,436981894,44716.54896
45012206,757615725,902978763,441561602,45516.39555
45342208,765709085,912848973,446117596,45559.6639
45674244,773721983,922628547,450603409,44583.06599
46004246,781640367,932295075,455026647,44232.11191
46336280,789769516,942202961,459658537,46035.15605
46666285,798407517,952651587,464736863,50782.49055
46998314,806548670,962575128,469377184,46119.64409
47330342,812419560,969743992,472627189,32301.54233
47660367,812420308,969744840,472627248,0.589955306
47990376,818369843,977049364,475908648,32813.10511
48322406,826702689,987205132,480706429,47684.47821
48652422,834841877,997138274,485414624,47079.66734
48982425,842672898,1006731468,489796444,43817.80165
49312427,850560061,1016377566,494174141,43776.70467
49642439,858076907,1025627008,498302646,41283.5488
49972441,865645964,1034928384,502460671,41579.99799
50302442,873543385,1044613823,506919670,44589.85489
50632445,881280032,1054129524,511249748,43300.38636
50964469,888986615,1063588714,515562031,42859.95558
51294474,897008576,1073378942,520106795,45446.95143
51624475,897690917,1074213527,520494339,3875.428257
51954497,902327873,1079870829,523091253,25967.40883
52284509,910072258,1089344646,527392484,43010.74596
52616543,917773805,1098774407,531626524,42081.02786
52946551,925521288,1108254012,535928467,43018.38711
53276560,933490291,1117995501,540430920,45023.30212
53608595,941213336,1127484446,544718922,42617.21384
53940619,948841374,1136862502,548992148,42471.76651
54270626,956930320,1146739840,553635263,46430.16512
54600643,964584768,1156126916,557911045,42755.61744
54930658,972284548,1165565684,562218346,43071.05221
55260670,980245497,1175292955,566696749,44782.40154
55462432,982123909,1177600045,567748715,33780.89802
55794459,982124605,1177600879,567748770,0.546642291
56124513,988543944,1185442151,571412017,36626.47659
56454595,996488941,1195147106,575982874,45697.21493
56784776,1004141410,1204531824,580238964,42537.56879
57114872,1011467817,1213551660,584216178,39760.57329
57446903,1019286578,1223127945,588581098,43382.20225
57776906,1027128209,1232706642,592999687,44185.48834
58108938,1034940603,1242255505,597394292,43677.10491
58440973,1042777865,1251856488,601794534,43732.73479
58772995,1050678633,1261538420,606226917,44053.89976
59105021,1058065097,1270647790,610264508,40129.53895
59435027,1065447900,1279726515,614435487,41709.03165
59765033,1065448520,1279727256,614435541,0.539990182
60097053,1070169845,1285525213,616992159,25410.63611
60429074,1077493866,1294538602,620986052,39695.82317
60761106,1085216723,1304015874,625278797,42664.73863
61093143,1093169763,1313777857,629815347,45087.18909
61425170,1101111783,1323486010,634342292,44993.08337
61757206,1109019680,1333159527,638791156,44215.84165
62087215,1116529858,1342365805,642903403,41121.34853
62419249,1124505314,1352085044,647411444,44804.25286
62749262,1132354979,1361660869,651833272,44216.53813
63081278,1140641437,1371748413,656639324,47768.69668
63413306,1148295751,1381130003,660908042,42426.45019
63743310,1150799189,1384203134,662230138,13220.79975
64075329,1150800902,1384205086,662230270,1.31197311
64407350,1150801339,1384205591,662230299,0.28823478
64739386,1150801348,1384205607,662230302,0.029816044
65071392,1150801360,1384205618,662230305,0.029818738
65401407,1150801372,1384205628,662230307,0.019999091
65731414,1150801622,1384205930,662230327,0.199995758
66063438,1150803291,1384207800,662230485,1.570368407
66395464,1150804943,1384209843,662230628,1.421274237
66727488,1150806628,1384211872,662230781,1.520673205
67057492,1150808181,1384213734,662230903,1.219985212
67389515,1150809816,1384215714,662231028,1.242383811
67721534,1150811625,1384217774,662231179,1.500817725
68053540,1150813260,1384219669,662231315,1.351782799
68384702,1150813758,1384220271,662231341,0.259087697
68716549,1150813765,1384220277,662231341,0
69048388,1150814468,1384221068,662231393,0.517118241
69380232,1150815813,1384222598,662231496,1.024276467
69712080,1150817024,1384224039,662231629,1.322593477
70043920,1150817029,1384224048,662231629,0
70375742,1150817047,1384224061,662231634,0.049725455
70707577,1150817599,1384224734,662231667,0.328175147
71039427,1150817605,1384224742,662231668,0.009944252
71371289,1150817613,1384224753,662231668,0
71703126,1150817622,1384224773,662231670,0.019889283
72034958,1150817644,1384224790,662231677,0.069613539
72366799,1150817652,1384224796,662231678,0.009944522
72698627,1150818792,1384225943,662231767,0.885097098
73030556,1150819882,1384227168,662231852,0.845060239
73362383,1150820995,1384228435,662231940,0.875154825
73694219,1150822114,1384229651,662232031,0.904965103
74026048,1150823150,1384230813,662232092,0.606637756
74357887,1150824255,1384232093,662232179,0.865178596
74689711,1150825260,1384233287,662232259,0.795602488
75021553,1150826278,1384234381,662232331,0.716003399
75353383,1150827313,1384235560,662232415,0.835367508
75685204,1150827486,1384235768,662232438,0.228737783
76017031,1150827497,1384235775,662232439,0.009944941
76348849,1150828210,1384236587,662232502,0.626548288
76680681,1150829074,1384237523,662232572,0.696135394
77012494,1150829086,1384237531,662232573,0.009945361
77344329,1150829094,1384237537,662232573,0
77676151,1150934068,1384356760,662296165,632.4282295
78007974,1163092448,1397984145,670184713,78452.09164
78339786,1175582498,1411967476,678330996,81017.9677
78671628,1187590778,1425463216,686122915,77486.67348
79003451,1199818698,1439202553,694092827,79261.26159
79335266,1211744722,1452608726,701819051,76839.62207
79667090,1223847988,1466198926,709627271,77652.99077
