-1,2.88739E-08
-0.98,2.85572E-08
-0.96,2.85525E-08
-0.94,2.86126E-08
-0.92,2.87853E-08
-0.9,2.86913E-08
-0.88,2.87687E-08
-0.86,2.85501E-08
-0.84,2.88405E-08
-0.82,2.88145E-08
-0.8,2.88534E-08
-0.78,2.88004E-08
-0.76,2.88875E-08
-0.74,2.86043E-08
-0.72,2.82947E-08
-0.7,2.82015E-08
-0.68,2.92611E-08
-0.66,2.88778E-08
-0.64,2.89874E-08
-0.62,2.91083E-08
-0.6,2.8988E-08
-0.58,2.924E-08
-0.56,2.88714E-08
-0.54,2.89592E-08
-0.52,2.90211E-08
-0.5,2.90043E-08
-0.48,2.91251E-08
-0.46,2.90723E-08
-0.44,2.89937E-08
-0.42,2.9082E-08
-0.4,2.92749E-08
-0.38,2.86988E-08
-0.36,2.92922E-08
-0.34,2.94427E-08
-0.32,2.88539E-08
-0.3,2.90934E-08
-0.28,2.90206E-08
-0.26,2.90397E-08
-0.24,2.87334E-08
-0.22,2.93185E-08
-0.2,2.91097E-08
-0.18,2.90299E-08
-0.16,2.9369E-08
-0.14,2.93916E-08
-0.12,2.92575E-08
-0.1,2.89167E-08
-0.08,2.92575E-08
-6.00E-02,2.9078E-08
-0.04,2.93711E-08
-0.02,2.91306E-08
0,2.94318E-08
0.02,2.92241E-08
0.04,2.97081E-08
6.00E-02,2.91323E-08
8.00E-02,2.9021E-08
0.1,2.92024E-08
0.12,2.91185E-08
0.14,2.92932E-08
0.16,2.92722E-08
0.18,2.93735E-08
0.2,2.91374E-08
0.22,2.91851E-08
0.24,2.95169E-08
0.26,2.94662E-08
0.28,2.94727E-08
0.3,2.9396E-08
0.32,2.91566E-08
0.34,2.96685E-08
0.36,2.95008E-08
0.38,2.9465E-08
0.4,2.92716E-08
0.42,2.97518E-08
0.44,2.95001E-08
0.46,2.96613E-08
0.48,2.94582E-08
0.5,2.93276E-08
0.52,2.93107E-08
0.54,2.93987E-08
0.56,2.96141E-08
0.58,2.99175E-08
0.6,2.91798E-08
0.62,2.94873E-08
0.64,2.9659E-08
0.66,2.98469E-08
0.68,2.96039E-08
0.7,2.94144E-08
0.72,2.95682E-08
0.74,2.95774E-08
0.76,2.93692E-08
0.78,2.93531E-08
0.8,2.98701E-08
0.82,2.97224E-08
0.84,2.96681E-08
0.86,3.01457E-08
0.88,2.99487E-08
0.9,2.99428E-08
0.92,2.96602E-08
0.94,2.95798E-08
0.96,2.97062E-08
0.98,2.98421E-08
1,2.96685E-08
