0,1.44953E-10
-0.02,1.38832E-10
-0.04,1.32944E-10
-0.06,1.28378E-10
-0.08,1.23145E-10
-0.1,1.19277E-10
-0.12,1.15134E-10
-0.14,1.1183E-10
-0.16,1.08356E-10
-0.18,1.0543E-10
-0.2,1.02088E-10
-0.22,9.98507E-11
-0.24,9.76816E-11
-0.26,9.57788E-11
-0.28,9.36069E-11
-0.3,9.22922E-11
-0.32,9.03165E-11
-0.34,8.92577E-11
-0.36,8.74213E-11
-0.38,8.64559E-11
-0.4,8.48721E-11
-0.42,8.39749E-11
-0.44,8.22388E-11
-0.46,8.11479E-11
-0.48,8.01824E-11
-0.5,7.89268E-11
-0.52,7.78414E-11
-0.54,7.67634E-11
-0.56,7.54496E-11
-0.58,7.44772E-11
-0.6,7.36627E-11
-0.62,7.23639E-11
-0.64,7.16995E-11
-0.66,7.04953E-11
-0.68,6.97393E-11
-0.7,6.8905E-11
-0.72,6.81131E-11
-0.74,6.7244E-11
-0.76,6.65376E-11
-0.78,6.57262E-11
-0.8,6.52878E-11
-0.82,6.4264E-11
-0.84,6.41042E-11
-0.86,6.30087E-11
-0.88,6.31526E-11
-0.9,6.17996E-11
-0.92,6.2249E-11
-0.94,6.1323E-11
-0.96,6.09454E-11
-0.98,6.01823E-11
-1,6.02777E-11
-1.02,5.94541E-11
-1.04,5.94842E-11
-1.06,5.90033E-11
-1.08,5.87214E-11
-1.1,5.84919E-11
-1.12,5.82408E-11
-1.14,5.76631E-11
-1.16,5.76928E-11
-1.18,5.71263E-11
-1.2,5.70839E-11
-1.22,5.64951E-11
-1.24,5.69638E-11
-1.26,5.61017E-11
-1.28,5.62383E-11
-1.3,5.5732E-11
-1.32,5.56021E-11
-1.34,5.5306E-11
-1.36,5.53584E-11
-1.38,5.5051E-11
-1.4,5.45969E-11
-1.42,5.44605E-11
-1.44,5.40085E-11
-1.46,5.385E-11
-1.48,5.38323E-11
-1.5,5.39026E-11
-1.52,9.9E+37
-1.54,5.3033E-11
-1.56,5.30397E-11
-1.58,5.27611E-11
-1.6,5.26328E-11
-1.62,9.9E+37
-1.64,5.22648E-11
-1.66,5.21715E-11
-1.68,5.18277E-11
-1.7,5.21054E-11
-1.72,9.9E+37
-1.74,5.15688E-11
-1.76,5.12855E-11
-1.78,5.13703E-11
-1.8,5.07775E-11
-1.82,5.11105E-11
-1.84,5.07654E-11
-1.86,5.09318E-11
-1.88,5.04963E-11
-1.9,5.04462E-11
-1.92,9.9E+37
-1.94,5.03457E-11
-1.96,5.01653E-11
-1.98,5.00852E-11
-2,4.95963E-11
