0,1.27831E-10
-0.02,1.15913E-10
-0.04,1.06267E-10
-0.06,9.83571E-11
-0.08,9.16935E-11
-0.1,8.58119E-11
-0.12,8.05543E-11
-0.14,7.57584E-11
-0.16,7.12829E-11
-0.18,6.71068E-11
-0.2,6.33773E-11
-0.22,5.99345E-11
-0.24,5.67542E-11
-0.26,5.38099E-11
-0.28,5.1105E-11
-0.3,4.86387E-11
-0.32,4.63766E-11
-0.34,4.43959E-11
-0.36,4.25917E-11
-0.38,4.09668E-11
-0.4,3.95781E-11
-0.42,3.84014E-11
-0.44,3.74061E-11
-0.46,3.655E-11
-0.48,3.58945E-11
-0.5,3.52724E-11
-0.52,3.4824E-11
-0.54,3.44149E-11
-0.56,3.4107E-11
-0.58,3.38582E-11
-0.6,3.36205E-11
-0.62,3.33994E-11
-0.64,3.32122E-11
-0.66,3.30802E-11
-0.68,3.29091E-11
-0.7,3.2737E-11
-0.72,3.26323E-11
-0.74,3.24915E-11
-0.76,3.23082E-11
-0.78,3.22072E-11
-0.8,3.21278E-11
-0.82,3.20388E-11
-0.84,3.19147E-11
-0.86,3.18373E-11
-0.88,3.1691E-11
-0.9,3.16325E-11
-0.92,3.15317E-11
-0.94,3.14429E-11
-0.96,3.13331E-11
-0.98,3.12596E-11
-1,3.12007E-11
-1.02,3.10839E-11
-1.04,3.10163E-11
-1.06,3.09538E-11
-1.08,3.08774E-11
-1.1,3.07665E-11
-1.12,3.07183E-11
-1.14,3.0679E-11
-1.16,3.06053E-11
-1.18,3.05032E-11
-1.2,3.04769E-11
-1.22,3.04152E-11
-1.24,3.03372E-11
-1.26,3.03063E-11
-1.28,3.0226E-11
-1.3,3.01716E-11
-1.32,3.0122E-11
-1.34,3.00725E-11
-1.36,3.00134E-11
-1.38,2.99696E-11
-1.4,2.98876E-11
-1.42,2.98702E-11
-1.44,2.98056E-11
-1.46,2.97182E-11
-1.48,2.96825E-11
-1.5,2.96879E-11
-1.52,2.96383E-11
-1.54,2.95919E-11
-1.56,2.95013E-11
-1.58,2.94578E-11
-1.6,2.94596E-11
-1.62,2.93893E-11
-1.64,2.93622E-11
-1.66,2.93198E-11
-1.68,2.92648E-11
-1.7,2.92375E-11
-1.72,2.92091E-11
-1.74,2.9129E-11
-1.76,2.91322E-11
-1.78,2.90851E-11
-1.8,2.9044E-11
-1.82,2.90076E-11
-1.84,2.8979E-11
-1.86,2.89408E-11
-1.88,2.89305E-11
-1.9,2.88812E-11
-1.92,2.88429E-11
-1.94,2.88177E-11
-1.96,2.87944E-11
-1.98,2.87629E-11
-2,2.87254E-11
#-2.02,2.86656E-11
#-2.04,2.86842E-11
#-2.06,2.8622E-11
#-2.08,2.85964E-11
#-2.1,2.85831E-11
#-2.12,2.85728E-11
#-2.14,2.8505E-11
#-2.16,2.84817E-11
#-2.18,2.84714E-11
#-2.2,2.84608E-11
#-2.22,2.84054E-11
#-2.24,2.83812E-11
#-2.26,2.83573E-11
#-2.28,2.83265E-11
#-2.3,2.82976E-11
#-2.32,2.83182E-11
#-2.34,2.82765E-11
#-2.36,2.82568E-11
#-2.38,2.82445E-11
#-2.4,2.82513E-11
#-2.42,2.81851E-11
#-2.44,2.81761E-11
#-2.46,2.81228E-11
#-2.48,2.81171E-11
#-2.5,2.81021E-11
#-2.52,2.80708E-11
#-2.54,2.80922E-11
#-2.56,2.80532E-11
#-2.58,2.80201E-11
#-2.6,2.80135E-11
#-2.62,2.79632E-11
#-2.64,2.79611E-11
#-2.66,2.79848E-11
#-2.68,2.79356E-11
#-2.7,2.79048E-11
#-2.72,2.7872E-11
#-2.74,2.7874E-11
#-2.76,2.78768E-11
#-2.78,2.78155E-11
#-2.8,2.78332E-11
#-2.82,2.78386E-11
#-2.84,2.77953E-11
#-2.86,2.78018E-11
#-2.88,2.77784E-11
#-2.9,2.77708E-11
#-2.92,2.77486E-11
#-2.94,2.77216E-11
#-2.96,2.77169E-11
#-2.98,2.77016E-11
#-3,2.77012E-11

