0,2.22243E-08
-0.02,2.226E-08
-0.04,2.19985E-08
-0.06,2.19887E-08
-0.08,2.21388E-08
-0.1,2.18874E-08
-0.12,2.18506E-08
-0.14,2.18945E-08
-0.16,2.16517E-08
-0.18,2.13759E-08
-0.2,2.10848E-08
-0.22,2.07734E-08
-0.24,2.05603E-08
-0.26,2.03827E-08
-0.28,2.02241E-08
-0.3,2.0028E-08
-0.32,1.98644E-08
-0.34,1.97452E-08
-0.36,1.95414E-08
-0.38,1.94061E-08
-0.4,1.92702E-08
-0.42,1.91849E-08
-0.44,1.90689E-08
-0.46,1.89948E-08
-0.48,1.89017E-08
-0.5,1.88216E-08
-0.52,1.87279E-08
-0.54,1.86241E-08
-0.56,1.85571E-08
-0.58,1.8495E-08
-0.6,1.8404E-08
-0.62,1.83666E-08
-0.64,1.85623E-08
-0.66,1.85256E-08
-0.68,1.84435E-08
-0.7,1.85495E-08
-0.72,1.83578E-08
-0.74,1.83127E-08
-0.76,1.82518E-08
-0.78,1.81532E-08
-0.8,1.81086E-08
-0.82,1.80579E-08
-0.84,1.79572E-08
-0.86,1.79315E-08
-0.88,1.78418E-08
-0.9,1.77504E-08
-0.92,1.77317E-08
-0.94,1.76811E-08
-0.96,1.76112E-08
-0.98,1.75465E-08
-1,1.75297E-08
-1.02,1.74825E-08
-1.04,1.74348E-08
-1.06,1.7375E-08
-1.08,1.73206E-08
-1.1,1.7297E-08
-1.12,1.72448E-08
-1.14,1.71902E-08
-1.16,1.71865E-08
-1.18,1.7128E-08
-1.2,1.70654E-08
-1.22,1.70665E-08
-1.24,1.70644E-08
-1.26,1.70187E-08
-1.28,1.69551E-08
-1.3,1.69054E-08
-1.32,1.68693E-08
-1.34,1.68029E-08
-1.36,1.67671E-08
-1.38,1.67351E-08
-1.4,1.66805E-08
-1.42,1.66587E-08
-1.44,1.66133E-08
-1.46,1.65689E-08
-1.48,1.65135E-08
-1.5,1.64738E-08
-1.52,1.64852E-08
-1.54,1.64254E-08
-1.56,1.63792E-08
-1.58,1.63508E-08
-1.6,1.63298E-08
-1.62,1.62909E-08
-1.64,1.62347E-08
-1.66,1.62338E-08
-1.68,1.61538E-08
-1.7,1.6148E-08
-1.72,1.61294E-08
-1.74,1.60433E-08
-1.76,1.60183E-08
-1.78,1.59845E-08
-1.8,1.59835E-08
-1.82,1.5928E-08
-1.84,1.59252E-08
-1.86,1.59212E-08
-1.88,1.58454E-08
-1.9,1.57866E-08
-1.92,1.58252E-08
-1.94,1.57729E-08
-1.96,1.57694E-08
-1.98,1.57192E-08
-2,1.56542E-08
-2.02,1.56695E-08
-2.04,1.56421E-08
-2.06,1.56502E-08
-2.08,1.55986E-08
-2.1,1.55491E-08
-2.12,1.5533E-08
-2.14,1.54989E-08
-2.16,1.54746E-08
-2.18,1.54522E-08
-2.2,1.54372E-08
-2.22,1.53916E-08
-2.24,1.53883E-08
-2.26,1.53507E-08
-2.28,1.53175E-08
-2.3,1.52916E-08
-2.32,1.52644E-08
-2.34,1.52328E-08
-2.36,1.52275E-08
-2.38,1.51766E-08
-2.4,1.51465E-08
-2.42,1.51229E-08
-2.44,1.51215E-08
-2.46,1.5087E-08
-2.48,1.50306E-08
-2.5,1.50539E-08
-2.52,1.50137E-08
-2.54,1.50095E-08
-2.56,1.49828E-08
-2.58,1.49228E-08
-2.6,1.49278E-08
-2.62,1.49048E-08
-2.64,1.4864E-08
-2.66,1.4781E-08
-2.68,1.48223E-08
-2.7,1.48227E-08
-2.72,1.47558E-08
-2.74,1.47402E-08
-2.76,1.47205E-08
-2.78,1.47196E-08
-2.8,1.4673E-08
-2.82,1.4655E-08
-2.84,1.46193E-08
-2.86,1.46358E-08
-2.88,1.45858E-08
-2.9,1.45961E-08
-2.92,1.45345E-08
-2.94,1.45434E-08
-2.96,1.45209E-08
-2.98,1.44731E-08
-3,1.4469E-08
